,id,y
0,0.0,66.01037
1,1.0,69.82419
2,2.0,82.1992
3,3.0,69.39285
4,4.0,76.01076
5,5.0,77.75105
6,6.0,59.171898
7,7.0,67.742744
8,8.0,68.74853
9,9.0,62.855755
10,10.0,72.666565
11,11.0,61.573242
12,12.0,56.911842
13,13.0,77.62962
14,14.0,68.01397
15,15.0,60.951885
16,16.0,75.252754
17,17.0,60.64721
18,18.0,71.76213
19,19.0,74.80203
20,20.0,76.603325
21,21.0,68.315796
22,22.0,78.708664
23,23.0,72.80319
24,24.0,79.15285
25,25.0,76.153015
26,26.0,73.58582
27,27.0,59.88425
28,28.0,75.6443
29,29.0,82.740616
30,30.0,65.88494
31,31.0,64.2964
32,32.0,77.68216
33,33.0,72.59608
34,34.0,67.55144
35,35.0,75.34714
36,36.0,78.9657
37,37.0,78.42258
38,38.0,62.289852
39,39.0,71.11016
40,40.0,72.236595
41,41.0,59.359325
42,42.0,78.424706
43,43.0,67.610886
44,44.0,64.45187
45,45.0,64.217155
46,46.0,81.32745
47,47.0,72.532234
48,48.0,77.671715
49,49.0,55.42981
50,50.0,54.581516
51,51.0,59.624016
52,52.0,68.40679
53,53.0,77.57142
54,54.0,81.01157
55,55.0,75.52272
56,56.0,72.24523
57,57.0,72.18728
58,58.0,80.98576
59,59.0,58.939987
60,60.0,74.06564
61,61.0,58.362103
62,62.0,54.664833
63,63.0,62.897533
64,64.0,58.79396
65,65.0,77.5327
66,66.0,72.98056
67,67.0,77.78318
68,68.0,60.791016
69,69.0,68.24675
70,70.0,69.249756
71,71.0,78.404305
72,72.0,77.99181
73,73.0,80.94514
74,74.0,58.384853
75,75.0,82.1982
76,76.0,79.039246
77,77.0,74.33567
78,78.0,77.6753
79,79.0,57.18817
80,80.0,61.155727
81,81.0,76.90307
82,82.0,56.855618
83,83.0,74.95809
84,84.0,63.553772
85,85.0,66.97538
86,86.0,68.23025
87,87.0,60.923183
88,88.0,56.61891
89,89.0,80.11111
90,90.0,59.198734
91,91.0,75.12089
92,92.0,80.509056
93,93.0,67.517235
94,94.0,83.89495
95,95.0,79.98165
96,96.0,74.36478
97,97.0,71.797775
98,98.0,77.16046
99,99.0,60.977375
100,100.0,78.4121
101,101.0,64.884575
102,102.0,69.47785
103,103.0,65.39026
104,104.0,65.70633
105,105.0,60.619553
106,106.0,80.665596
107,107.0,69.60119
108,108.0,75.60649
109,109.0,59.306377
110,110.0,78.28546
111,111.0,72.53947
112,112.0,76.74638
113,113.0,81.38446
114,114.0,58.947235
115,115.0,53.07703
116,116.0,63.663475
117,117.0,71.560455
118,118.0,77.37
119,119.0,65.48007
120,120.0,60.180893
121,121.0,63.238724
122,122.0,77.35688
123,123.0,79.42757
124,124.0,63.940033
125,125.0,72.66616
126,126.0,65.73889
127,127.0,73.81293
128,128.0,62.03794
129,129.0,55.97316
130,130.0,65.32438
131,131.0,74.10751
132,132.0,76.44456
133,133.0,76.12153
134,134.0,73.31201
135,135.0,63.568718
136,136.0,72.402534
137,137.0,48.173492
138,138.0,71.88526
139,139.0,82.874435
140,140.0,60.61925
141,141.0,74.29958
142,142.0,75.18983
143,143.0,77.606
144,144.0,65.6828
145,145.0,77.87723
146,146.0,60.134308
147,147.0,71.516594
148,148.0,77.61485
149,149.0,72.591125
150,150.0,55.526062
151,151.0,59.36591
152,152.0,64.68894
153,153.0,68.74805
154,154.0,68.18691
155,155.0,60.850033
156,156.0,69.50728
157,157.0,69.18167
158,158.0,67.22483
159,159.0,66.29163
160,160.0,73.938194
161,161.0,77.8827
162,162.0,74.60464
163,163.0,54.51785
164,164.0,78.446434
165,165.0,79.920044
166,166.0,81.46862
167,167.0,59.174175
168,168.0,65.634895
169,169.0,77.458595
170,170.0,74.889465
171,171.0,51.94219
172,172.0,69.55171
173,173.0,69.0544
174,174.0,74.397736
175,175.0,77.6594
176,176.0,60.459415
177,177.0,72.534775
178,178.0,83.30568
179,179.0,70.79174
180,180.0,75.98858
181,181.0,61.098846
182,182.0,60.163746
183,183.0,74.37113
184,184.0,58.568916
185,185.0,75.81142
186,186.0,69.634796
187,187.0,67.611275
188,188.0,80.42793
189,189.0,62.288708
190,190.0,69.129295
191,191.0,70.52949
192,192.0,79.470116
193,193.0,72.82405
194,194.0,72.29146
195,195.0,66.672165
196,196.0,75.90789
197,197.0,58.593456
198,198.0,68.06406
199,199.0,71.90089
200,200.0,65.06217
201,201.0,65.26219
202,202.0,57.572056
203,203.0,68.50145
204,204.0,68.99691
205,205.0,73.981544
206,206.0,65.82754
207,207.0,64.08256
208,208.0,65.2431
209,209.0,79.227356
210,210.0,68.26874
211,211.0,65.77148
212,212.0,63.343193
213,213.0,66.65359
214,214.0,65.5382
215,215.0,76.60152
216,216.0,65.52242
217,217.0,67.34141
218,218.0,82.9622
219,219.0,62.16886
220,220.0,79.76295
221,221.0,74.59127
222,222.0,73.00317
223,223.0,74.65109
224,224.0,81.018684
225,225.0,55.42513
226,226.0,81.7391
227,227.0,66.455925
228,228.0,77.373
229,229.0,52.26434
230,230.0,54.613323
231,231.0,65.14503
232,232.0,70.13037
233,233.0,72.063545
234,234.0,66.503716
235,235.0,63.402454
236,236.0,85.43038
237,237.0,56.09455
238,238.0,76.186005
239,239.0,68.79241
240,240.0,80.41576
241,241.0,60.10525
242,242.0,72.22475
243,243.0,63.477356
244,244.0,77.04997
245,245.0,81.24555
246,246.0,60.668068
247,247.0,70.36867
248,248.0,72.74764
249,249.0,69.82651
250,250.0,60.814873
251,251.0,59.64991
252,252.0,71.38204
253,253.0,71.321144
254,254.0,72.06489
255,255.0,76.28592
256,256.0,56.23168
257,257.0,83.20989
258,258.0,61.954906
259,259.0,68.00241
260,260.0,71.73449
261,261.0,58.056892
262,262.0,77.51184
263,263.0,71.96676
264,264.0,74.098335
265,265.0,73.03074
266,266.0,79.18885
267,267.0,67.80359
268,268.0,60.61034
269,269.0,69.04069
270,270.0,73.966385
271,271.0,58.838623
272,272.0,79.34599
273,273.0,74.24925
274,274.0,81.921776
275,275.0,55.235897
276,276.0,56.425735
277,277.0,55.79348
278,278.0,78.89889
279,279.0,63.441914
280,280.0,67.247406
281,281.0,63.238235
282,282.0,74.63358
283,283.0,75.79586
284,284.0,64.61739
285,285.0,79.149155
286,286.0,68.42529
287,287.0,58.54383
288,288.0,60.191563
289,289.0,62.961033
290,290.0,67.55386
291,291.0,76.573425
292,292.0,79.8184
293,293.0,66.51944
294,294.0,59.57949
295,295.0,56.67437
296,296.0,71.71963
297,297.0,75.77343
298,298.0,79.92439
299,299.0,69.065285
300,300.0,76.10203
301,301.0,77.256386
302,302.0,77.590614
303,303.0,55.90561
304,304.0,67.36756
305,305.0,70.93241
306,306.0,64.235214
307,307.0,71.56506
308,308.0,70.65268
309,309.0,67.93164
310,310.0,74.10932
311,311.0,66.08878
312,312.0,77.90391
313,313.0,71.34026
314,314.0,57.516724
315,315.0,71.23212
316,316.0,60.50516
317,317.0,57.6932
318,318.0,61.9746
319,319.0,77.63263
320,320.0,63.708496
321,321.0,76.3584
322,322.0,77.22113
323,323.0,75.65183
324,324.0,80.280045
325,325.0,71.187874
326,326.0,79.46965
327,327.0,68.638695
328,328.0,74.47359
329,329.0,70.94816
330,330.0,73.732185
331,331.0,73.58174
332,332.0,71.873856
333,333.0,69.20518
334,334.0,57.241436
335,335.0,70.33639
336,336.0,61.825264
337,337.0,79.19028
338,338.0,63.064064
339,339.0,69.33802
340,340.0,66.5338
341,341.0,68.2765
342,342.0,70.69959
343,343.0,64.40585
344,344.0,79.51599
345,345.0,62.790726
346,346.0,61.55348
347,347.0,78.37129
348,348.0,53.851753
349,349.0,77.55232
350,350.0,74.73634
351,351.0,63.79333
352,352.0,76.58393
353,353.0,79.892876
354,354.0,69.903046
355,355.0,60.06744
356,356.0,63.324238
357,357.0,79.959435
358,358.0,72.62941
359,359.0,63.7041
360,360.0,59.880707
361,361.0,80.49443
362,362.0,79.98711
363,363.0,60.936478
364,364.0,73.74874
365,365.0,80.43115
366,366.0,66.73367
367,367.0,72.04961
368,368.0,62.112617
369,369.0,73.42798
370,370.0,68.247696
371,371.0,72.99773
372,372.0,64.87444
373,373.0,54.44766
374,374.0,75.73315
375,375.0,58.365425
376,376.0,75.58633
377,377.0,75.46516
378,378.0,77.5983
379,379.0,68.229324
380,380.0,71.58325
381,381.0,80.94916
382,382.0,72.42454
383,383.0,77.3577
384,384.0,74.670006
385,385.0,70.695244
386,386.0,61.075558
387,387.0,67.37938
388,388.0,63.854244
389,389.0,67.32133
390,390.0,63.743893
391,391.0,70.00211
392,392.0,72.6985
393,393.0,63.861073
394,394.0,64.5248
395,395.0,76.836655
396,396.0,78.263626
397,397.0,76.663345
398,398.0,61.544537
399,399.0,69.73979
400,400.0,70.33679
401,401.0,69.49693
402,402.0,81.56155
403,403.0,65.309975
404,404.0,59.374973
405,405.0,76.91098
406,406.0,72.90527
407,407.0,83.620575
408,408.0,76.094086
409,409.0,73.75549
410,410.0,75.836464
411,411.0,81.27328
412,412.0,74.512535
413,413.0,79.253784
414,414.0,60.084114
415,415.0,61.88268
416,416.0,62.529095
