,id,y
0,0.0,62.576218
1,1.0,69.97899
2,2.0,83.727425
3,3.0,70.398026
4,4.0,75.8173
5,5.0,74.96974
6,6.0,61.21142
7,7.0,67.77895
8,8.0,73.52586
9,9.0,62.096836
10,10.0,75.3696
11,11.0,62.936756
12,12.0,58.64018
13,13.0,75.53013
14,14.0,66.61018
15,15.0,62.346004
16,16.0,73.87863
17,17.0,61.299126
18,18.0,69.204666
19,19.0,74.120834
20,20.0,74.207306
21,21.0,72.24222
22,22.0,79.55216
23,23.0,70.610985
24,24.0,75.91246
25,25.0,77.05132
26,26.0,76.43751
27,27.0,59.73841
28,28.0,75.81712
29,29.0,79.88306
30,30.0,65.02283
31,31.0,67.24492
32,32.0,76.34769
33,33.0,71.67623
34,34.0,64.62395
35,35.0,72.989914
36,36.0,78.704704
37,37.0,78.70901
38,38.0,63.885246
39,39.0,71.4306
40,40.0,71.34421
41,41.0,58.453476
42,42.0,79.18673
43,43.0,63.756912
44,44.0,65.640434
45,45.0,63.575394
46,46.0,74.80836
47,47.0,74.43005
48,48.0,77.58981
49,49.0,50.606678
50,50.0,54.961792
51,51.0,57.398354
52,52.0,67.083626
53,53.0,82.89945
54,54.0,84.353455
55,55.0,78.38892
56,56.0,72.577324
57,57.0,71.627594
58,58.0,83.05621
59,59.0,66.87376
60,60.0,74.862625
61,61.0,57.135303
62,62.0,55.5084
63,63.0,64.009674
64,64.0,57.31052
65,65.0,74.64787
66,66.0,72.67337
67,67.0,79.255775
68,68.0,64.304054
69,69.0,67.63976
70,70.0,67.83062
71,71.0,78.37126
72,72.0,77.54341
73,73.0,79.115295
74,74.0,55.4739
75,75.0,84.5883
76,76.0,77.889725
77,77.0,74.05127
78,78.0,77.35789
79,79.0,59.15979
80,80.0,61.71675
81,81.0,78.483116
82,82.0,56.144688
83,83.0,74.575905
84,84.0,65.00182
85,85.0,67.884186
86,86.0,68.39815
87,87.0,58.222458
88,88.0,59.24908
89,89.0,81.67895
90,90.0,59.431206
91,91.0,72.79879
92,92.0,85.37536
93,93.0,72.238464
94,94.0,82.90571
95,95.0,75.97908
96,96.0,75.73752
97,97.0,67.10999
98,98.0,75.02193
99,99.0,59.14028
100,100.0,79.322876
101,101.0,67.67781
102,102.0,66.41052
103,103.0,64.55226
104,104.0,63.012077
105,105.0,59.729553
106,106.0,79.92297
107,107.0,66.19413
108,108.0,74.45142
109,109.0,59.476322
110,110.0,78.85542
111,111.0,68.84996
112,112.0,76.54207
113,113.0,80.695015
114,114.0,60.115993
115,115.0,58.15549
116,116.0,65.32781
117,117.0,77.6261
118,118.0,76.26022
119,119.0,65.85484
120,120.0,62.58628
121,121.0,60.50864
122,122.0,78.43851
123,123.0,82.11875
124,124.0,64.68562
125,125.0,60.198364
126,126.0,65.90111
127,127.0,75.079796
128,128.0,61.35421
129,129.0,53.56521
130,130.0,65.78053
131,131.0,74.19837
132,132.0,81.002945
133,133.0,78.08572
134,134.0,73.55074
135,135.0,66.00603
136,136.0,71.665855
137,137.0,54.580406
138,138.0,71.965744
139,139.0,80.34186
140,140.0,59.758648
141,141.0,75.64576
142,142.0,75.92825
143,143.0,79.276474
144,144.0,69.80655
145,145.0,82.1837
146,146.0,59.411526
147,147.0,72.55808
148,148.0,73.202965
149,149.0,73.05345
150,150.0,56.692543
151,151.0,60.690857
152,152.0,61.202423
153,153.0,69.417336
154,154.0,66.86654
155,155.0,61.26456
156,156.0,69.605446
157,157.0,73.25641
158,158.0,67.49205
159,159.0,74.17719
160,160.0,75.66018
161,161.0,74.62008
162,162.0,76.78984
163,163.0,58.52289
164,164.0,77.06939
165,165.0,76.296
166,166.0,82.60475
167,167.0,55.833946
168,168.0,64.56794
169,169.0,81.04734
170,170.0,74.391426
171,171.0,58.598503
172,172.0,73.63424
173,173.0,68.604836
174,174.0,70.15165
175,175.0,79.58242
176,176.0,58.64826
177,177.0,74.144196
178,178.0,80.54426
179,179.0,79.96755
180,180.0,76.25799
181,181.0,59.71233
182,182.0,56.79767
183,183.0,71.17243
184,184.0,56.05048
185,185.0,74.05995
186,186.0,67.30524
187,187.0,67.593124
188,188.0,78.64257
189,189.0,64.405014
190,190.0,68.553856
191,191.0,68.964386
192,192.0,78.8097
193,193.0,76.43709
194,194.0,75.161934
195,195.0,60.174137
196,196.0,75.616325
197,197.0,58.17515
198,198.0,69.17274
199,199.0,69.79932
200,200.0,62.14329
201,201.0,63.524986
202,202.0,58.352245
203,203.0,69.192474
204,204.0,74.22213
205,205.0,75.349846
206,206.0,66.53257
207,207.0,73.8517
208,208.0,66.705666
209,209.0,79.5324
210,210.0,66.68751
211,211.0,63.539543
212,212.0,63.152756
213,213.0,65.49888
214,214.0,63.189213
215,215.0,76.2663
216,216.0,67.58414
217,217.0,68.02667
218,218.0,80.58915
219,219.0,64.435745
220,220.0,75.679726
