,id,y
0,0.0,68.45792823294832
1,1.0,71.92420919102376
2,2.0,87.75270120226673
3,3.0,72.46517716459009
4,4.0,76.54654752204655
5,5.0,78.5370700007121
6,6.0,59.150582642097504
7,7.0,63.985385905829745
8,8.0,67.01630840584531
9,9.0,62.0750114060868
10,10.0,72.93326861083555
11,11.0,62.82788398015484
12,12.0,61.12092697546564
13,13.0,75.70118996047127
14,14.0,66.3945441055918
15,15.0,63.38239264267276
16,16.0,77.28458275423165
17,17.0,64.83348271607548
18,18.0,73.6056995339792
19,19.0,74.73782666647409
20,20.0,80.09311064757411
21,21.0,70.98349346487413
22,22.0,79.20370440463061
23,23.0,68.81922653655948
24,24.0,75.30467896989562
25,25.0,78.03128992181426
26,26.0,77.4552556369131
27,27.0,60.677696929031995
28,28.0,72.74508712190901
29,29.0,79.01668917620948
30,30.0,64.05137425803719
31,31.0,66.76113291007304
32,32.0,75.1170071148739
33,33.0,70.03894707325432
34,34.0,66.16025349628006
35,35.0,76.74999008326687
36,36.0,79.8097410868212
37,37.0,77.69652940680578
38,38.0,65.13548133178398
39,39.0,68.16172070771577
40,40.0,74.68472365076417
41,41.0,64.26946342841465
42,42.0,83.49906173360645
43,43.0,67.96066377982082
44,44.0,66.54181849232026
45,45.0,60.786714894715814
46,46.0,78.4628019922665
47,47.0,70.69805528977315
48,48.0,76.61370340150913
49,49.0,58.02724830124676
50,50.0,54.11510728982252
51,51.0,59.47044616351412
52,52.0,71.0324433613333
53,53.0,76.87002804441143
54,54.0,92.37871129215094
55,55.0,73.88411746297636
56,56.0,65.7863706154836
57,57.0,70.82564697749281
58,58.0,78.31753584588353
59,59.0,63.9589258868471
60,60.0,73.46125463758602
61,61.0,57.95325618047665
62,62.0,58.042941799189336
63,63.0,62.958388447523426
64,64.0,64.84739015107075
65,65.0,72.42648738608216
66,66.0,71.92957561588898
67,67.0,72.64129083116319
68,68.0,65.17939708532742
69,69.0,70.09397951118915
70,70.0,71.87919350641654
71,71.0,89.43731824001121
72,72.0,79.55802606976955
73,73.0,79.6054741364743
74,74.0,62.02905557538914
75,75.0,80.18426720971486
76,76.0,75.4843191743589
77,77.0,72.23016459431122
78,78.0,79.61035255288601
79,79.0,56.015645141674646
80,80.0,62.32515056618461
81,81.0,74.24453844559008
82,82.0,61.01492705693773
83,83.0,74.49287681108484
84,84.0,67.07032585608896
85,85.0,66.56666964396905
86,86.0,67.34023738833055
87,87.0,59.42122683939634
88,88.0,65.06436693548122
89,89.0,85.2937775374997
90,90.0,60.84560328632527
91,91.0,70.81553983154201
92,92.0,82.8896426103704
93,93.0,68.35268835185893
94,94.0,87.30496409030677
95,95.0,87.05236875847015
96,96.0,69.25853991159426
97,97.0,71.11325691710053
98,98.0,71.38762620822845
99,99.0,60.01000277664008
100,100.0,80.38265673344868
101,101.0,69.06741637335146
102,102.0,66.47994324848051
103,103.0,66.96614521014341
104,104.0,60.105693467328756
105,105.0,62.17757841653911
106,106.0,81.88079894879046
107,107.0,67.4957302373154
108,108.0,75.70119642972931
109,109.0,65.56207205193853
110,110.0,75.61699525271374
111,111.0,72.68660047501858
112,112.0,77.878588589002
113,113.0,80.91062578784916
114,114.0,58.48259194787877
115,115.0,57.54430902744353
116,116.0,62.46711198003599
117,117.0,76.26937178220565
118,118.0,74.89572883809927
119,119.0,66.12193855958907
120,120.0,66.20143150285323
121,121.0,61.91871300461627
122,122.0,92.08302730302728
123,123.0,83.89687445594569
124,124.0,66.60052253751917
125,125.0,69.32329420631412
126,126.0,70.83912485104443
127,127.0,73.40410839308765
128,128.0,63.6318594502855
129,129.0,59.86660118792337
130,130.0,69.7259423423216
131,131.0,72.57521076141298
132,132.0,77.73682399245736
133,133.0,74.51033633841566
134,134.0,74.24057241073731
135,135.0,68.69306534749438
136,136.0,73.54067260784029
137,137.0,50.22074008858796
138,138.0,69.27225314854086
139,139.0,80.04825632884088
140,140.0,61.415908554549105
141,141.0,68.38232351801376
142,142.0,74.04179895276293
143,143.0,75.74875449581357
144,144.0,66.60985393691618
145,145.0,79.06943789714806
146,146.0,61.34345833609848
147,147.0,70.04108480800605
148,148.0,78.21514302782215
149,149.0,70.38182844612854
150,150.0,55.6955117794995
151,151.0,61.834885153329836
152,152.0,64.75455126662499
153,153.0,67.15710032815655
154,154.0,65.94981462539953
155,155.0,62.42239988383026
156,156.0,69.63675814433796
157,157.0,67.13127553639949
158,158.0,64.88793201545779
159,159.0,73.21073169894336
160,160.0,75.514781804147
161,161.0,78.19096349076194
162,162.0,71.47489042435465
163,163.0,59.04362609260596
164,164.0,79.4256861536561
165,165.0,79.59549664488932
166,166.0,79.09270330131099
167,167.0,60.511442371991514
168,168.0,71.98063383582782
169,169.0,79.01197683067072
170,170.0,70.40744259068302
171,171.0,57.772929842736524
172,172.0,68.74957283566658
173,173.0,71.43295894434401
174,174.0,80.48801889832488
175,175.0,80.42279369090645
176,176.0,63.41255925488616
177,177.0,73.14155432133853
178,178.0,87.08871269676597
179,179.0,86.48101647968983
180,180.0,70.78714451286496
181,181.0,63.020977434524134
182,182.0,62.26656894375965
183,183.0,68.07948473893153
184,184.0,61.472356528291485
185,185.0,73.40171101212371
186,186.0,67.74769770406661
187,187.0,70.58271482414939
188,188.0,91.19980135929694
189,189.0,62.12432124195555
190,190.0,70.74566825541743
191,191.0,69.4587621602711
192,192.0,81.49841854889617
193,193.0,79.68871381191867
194,194.0,73.58944455570153
195,195.0,62.91767558148112
196,196.0,77.60223338059933
197,197.0,63.04589101143938
198,198.0,64.88276318392398
199,199.0,69.40285092698922
200,200.0,63.99037609308056
201,201.0,61.022245550632185
202,202.0,57.66976020632522
203,203.0,69.38890341297486
204,204.0,70.20183470779317
205,205.0,70.10531794559564
206,206.0,63.84765943682048
207,207.0,69.94480473604733
208,208.0,69.31917685667831
209,209.0,87.94779728199225
210,210.0,68.00104606315344
211,211.0,65.2310647275643
212,212.0,63.85364782569034
213,213.0,62.77073244962324
214,214.0,66.23645593453321
215,215.0,73.08619839510787
216,216.0,67.67524308407363
217,217.0,66.93613860856318
218,218.0,87.67512644875444
219,219.0,63.89968453616245
220,220.0,77.42583349941398
221,221.0,75.43101625223966
222,222.0,70.22324090123591
223,223.0,77.01154922579528
224,224.0,87.23887484049845
225,225.0,59.196616311952255
226,226.0,86.50089993183735
227,227.0,63.939047092546836
