,id,y
0,0.0,65.21618
1,1.0,71.64611
2,2.0,81.03715
3,3.0,69.962364
4,4.0,75.325005
5,5.0,77.65327
6,6.0,58.78601
7,7.0,65.76027
8,8.0,72.85173
9,9.0,58.787308
10,10.0,77.57336
11,11.0,65.02806
12,12.0,57.0761
13,13.0,78.207245
14,14.0,66.900826
15,15.0,63.559242
16,16.0,75.07707
17,17.0,60.54157
18,18.0,72.37149
19,19.0,72.61849
20,20.0,77.712944
21,21.0,67.608635
22,22.0,83.01088
23,23.0,70.03694
24,24.0,79.17596
25,25.0,74.89372
26,26.0,74.10989
27,27.0,59.530643
28,28.0,76.53301
29,29.0,78.73514
30,30.0,65.37201
31,31.0,69.98911
32,32.0,77.9997
33,33.0,73.187996
34,34.0,65.43848
35,35.0,74.05873
36,36.0,77.56632
37,37.0,79.383675
38,38.0,60.32821
39,39.0,69.77276
40,40.0,68.21893
41,41.0,60.13548
42,42.0,79.017006
43,43.0,63.298832
44,44.0,63.548077
45,45.0,62.923656
46,46.0,77.72349
47,47.0,72.62299
48,48.0,77.49989
49,49.0,52.957687
50,50.0,55.771317
51,51.0,57.830612
52,52.0,65.83377
53,53.0,79.14289
54,54.0,63.418045
55,55.0,78.30962
56,56.0,69.51206
57,57.0,70.70385
58,58.0,80.18096
59,59.0,65.03488
60,60.0,76.78325
61,61.0,58.00891
62,62.0,52.429756
63,63.0,61.526466
64,64.0,61.712486
65,65.0,72.78185
66,66.0,73.81143
67,67.0,76.45459
68,68.0,61.240154
69,69.0,70.0563
70,70.0,72.48264
71,71.0,78.75584
72,72.0,78.67411
73,73.0,80.51764
74,74.0,57.46417
75,75.0,82.46193
76,76.0,78.065834
77,77.0,72.542015
78,78.0,79.93939
79,79.0,60.58408
80,80.0,63.16905
81,81.0,77.57788
82,82.0,58.13575
83,83.0,76.94705
84,84.0,65.34064
85,85.0,66.70268
86,86.0,66.948204
87,87.0,63.11519
88,88.0,65.12564
89,89.0,79.157974
90,90.0,62.78653
91,91.0,76.26691
92,92.0,81.44369
93,93.0,69.79235
94,94.0,80.250145
95,95.0,76.73653
96,96.0,74.229385
97,97.0,67.99004
98,98.0,76.97412
99,99.0,58.898323
100,100.0,79.21881
101,101.0,71.81845
102,102.0,69.67799
103,103.0,65.91516
104,104.0,72.290245
105,105.0,59.04934
106,106.0,80.35516
107,107.0,70.73116
108,108.0,74.777
109,109.0,60.06538
110,110.0,76.99546
111,111.0,71.55522
112,112.0,77.53088
113,113.0,79.32421
114,114.0,60.53751
115,115.0,59.82117
116,116.0,64.588554
117,117.0,78.5501
118,118.0,77.68941
119,119.0,66.60134
120,120.0,66.799866
121,121.0,60.70398
122,122.0,79.21949
123,123.0,80.12469
124,124.0,65.02627
