id,y
0.0,1
1.0,2
2.0,1
3.0,2
4.0,1
5.0,1
6.0,0
7.0,1
8.0,1
9.0,1
10.0,1
11.0,1
12.0,1
13.0,1
14.0,1
15.0,1
16.0,1
17.0,1
18.0,1
19.0,2
20.0,1
21.0,1
22.0,1
23.0,1
24.0,1
25.0,2
26.0,2
27.0,1
28.0,0
29.0,2
30.0,1
31.0,1
32.0,1
33.0,0
34.0,0
35.0,1
36.0,1
37.0,1
38.0,1
39.0,1
40.0,1
41.0,2
42.0,1
43.0,0
44.0,0
45.0,1
46.0,1
47.0,0
48.0,1
49.0,1
50.0,1
51.0,2
52.0,1
53.0,1
54.0,0
55.0,1
56.0,1
57.0,1
58.0,1
59.0,1
60.0,1
61.0,1
62.0,2
63.0,0
64.0,2
65.0,1
66.0,1
67.0,2
68.0,1
69.0,2
70.0,1
71.0,1
72.0,2
73.0,2
74.0,1
75.0,1
76.0,0
77.0,0
78.0,2
79.0,0
80.0,0
81.0,1
82.0,1
83.0,1
84.0,1
85.0,1
86.0,1
87.0,1
88.0,1
89.0,1
90.0,0
91.0,1
92.0,0
93.0,1
94.0,1
95.0,1
96.0,0
97.0,1
98.0,1
99.0,1
100.0,1
101.0,2
102.0,1
103.0,0
104.0,0
105.0,0
106.0,1
107.0,1
108.0,1
109.0,1
110.0,1
111.0,1
112.0,1
113.0,1
114.0,2
115.0,0
116.0,0
117.0,1
118.0,1
119.0,1
120.0,0
121.0,1
122.0,0
123.0,1
124.0,1
125.0,1
126.0,1
127.0,1
128.0,1
129.0,1
130.0,2
131.0,1
132.0,1
133.0,1
134.0,2
135.0,1
136.0,1
137.0,1
138.0,2
139.0,0
140.0,1
141.0,0
142.0,1
143.0,1
144.0,0
145.0,1
146.0,1
147.0,0
148.0,1
149.0,0
150.0,1
151.0,0
152.0,0
153.0,1
154.0,1
155.0,1
156.0,1
157.0,2
158.0,0
159.0,1
160.0,0
161.0,1
162.0,2
163.0,1
164.0,2
165.0,1
166.0,2
167.0,1
168.0,1
169.0,0
170.0,1
171.0,1
172.0,2
173.0,1
174.0,1
175.0,1
176.0,1
177.0,1
178.0,1
179.0,1
180.0,1
181.0,1
182.0,1
183.0,1
184.0,1
185.0,1
186.0,1
187.0,2
188.0,1
189.0,0
190.0,1
191.0,1
192.0,0
193.0,1
194.0,1
195.0,2
196.0,2
197.0,1
198.0,1
199.0,1
200.0,1
201.0,2
202.0,2
203.0,2
204.0,2
205.0,1
206.0,2
207.0,1
208.0,1
209.0,1
210.0,2
211.0,0
212.0,0
213.0,0
214.0,0
215.0,0
216.0,1
217.0,0
218.0,1
219.0,1
220.0,1
221.0,1
222.0,0
223.0,1
224.0,1
225.0,2
226.0,0
227.0,1
228.0,1
229.0,1
230.0,1
231.0,2
232.0,2
233.0,1
234.0,0
235.0,2
236.0,1
237.0,1
238.0,1
239.0,0
240.0,2
241.0,2
242.0,2
243.0,1
244.0,1
245.0,1
246.0,1
247.0,2
248.0,0
249.0,0
250.0,1
