id,y
0,63.768185
1,70.67563
2,84.0525
3,67.191666
4,73.01653
5,77.7276
6,57.722996
7,68.11517
8,71.98931
9,61.152573
10,77.199585
11,62.0614
12,55.66788
13,72.827354
14,64.8852
15,60.25178
16,75.01058
17,62.642967
18,74.01116
19,73.06858
20,78.99346
21,64.33374
22,81.81683
23,70.25247
24,79.985176
25,77.31023
26,76.24017
27,60.46717
28,74.74496
29,78.10348
30,64.48426
31,66.660286
32,78.549904
33,73.64949
34,67.970955
35,75.79186
36,77.187614
37,81.62123
38,63.151382
39,73.30004
40,59.91466
41,58.485474
42,61.19085
43,61.779232
44,65.92126
45,62.851086
46,74.6065
47,73.321884
48,76.027374
49,52.503677
50,55.055927
51,57.648304
52,66.50177
53,83.45114
54,56.634438
55,78.649254
56,72.7314
57,72.85133
58,80.06375
59,65.05626
60,76.749016
61,57.53977
62,55.417007
63,62.018257
64,57.12913
65,75.63117
66,75.68631
67,75.53809
68,62.119446
69,68.234184
70,67.5029
71,80.44305
72,76.348015
73,80.956535
74,54.11657
75,79.89836
76,76.51142
77,73.5213
78,77.2718
79,60.145084
80,60.615467
81,76.856346
82,59.5614
83,74.433624
84,63.30122
85,66.89145
86,69.14314
87,65.110756
88,62.43247
89,78.73187
90,61.219692
91,75.722496
92,80.39899
93,70.23471
94,80.68888
95,75.29439
96,75.778915
97,68.89369
98,75.85075
99,61.89669
100,76.776535
101,69.594154
102,66.03834
103,65.01931
104,62.494434
105,59.805733
106,81.16852
107,67.33434
108,75.64998
109,60.1235
110,78.78909
111,72.23726
112,76.45679
113,80.47812
114,61.69729
115,54.464508
116,62.14742
117,75.61143
118,76.91144
119,65.426384
120,58.461502
121,57.206768
122,58.577682
123,80.48178
124,64.10576
125,64.83104
126,68.62355
127,74.54612
128,65.38814
129,49.887917
130,66.79904
131,73.02117
132,77.75563
133,77.518906
134,75.195244
135,64.53176
136,72.51898
137,56.177956
138,73.123886
139,81.36925
140,62.559914
141,75.96849
142,72.00104
143,78.34392
144,67.56688
145,80.40532
146,57.185627
147,72.4774
148,75.85717
149,72.1156
150,56.066544
151,59.344196
152,64.883446
153,67.7663
154,69.64859
155,61.34577
156,67.120346
157,73.918816
158,68.266495
159,73.76549
160,77.919205
161,76.247475
162,77.03491
163,53.399548
164,81.52633
165,81.104
166,81.23652
167,56.453495
168,64.748116
169,76.86846
170,69.58141
171,54.85678
172,71.36971
173,68.53347
174,77.07235
175,78.78683
176,59.431046
177,73.74146
178,79.446495
179,73.538925
180,73.70006
181,59.50101
182,59.408382
183,73.30798
184,56.860813
185,74.69069
186,69.538086
187,69.38113
188,76.92651
189,64.10658
190,70.98882
191,71.23566
192,79.832695
193,72.24378
194,75.3309
195,62.54529
196,76.26352
197,61.171623
198,68.76108
199,71.67264
200,63.049538
201,64.598885
202,56.508827
203,69.15672
204,70.45931
205,72.47657
206,67.221245
207,74.40557
208,68.86612
209,79.597435
210,67.71797
211,62.102528
212,66.707054
213,66.94466
214,63.62809
215,78.847534
216,66.576744
217,68.94918
218,65.67304
219,67.353004
220,79.40219
221,75.75145
222,76.32932
223,75.830505
224,63.31368
225,55.757565
226,82.34852
227,67.47184
228,62.956406
229,55.248123
230,56.498222
231,67.02259
232,71.28799
233,71.027
234,61.026714
235,62.856762
236,82.282776
237,55.740532
238,74.945076
239,69.38523
240,77.25007
241,62.653923
242,69.832436
243,60.65967
244,76.80716
245,81.89591
246,65.701515
247,71.76825
248,71.87094
249,69.04065
250,60.031113
251,62.797417
252,67.90214
253,68.31762
254,70.29093
255,77.01789
256,55.89726
257,81.03226
258,65.70099
259,67.55745
260,71.51775
261,60.808395
262,77.38723
263,76.27383
264,70.13819
265,72.094635
266,77.09748
267,60.650993
268,60.458405
269,69.59495
270,74.4121
271,66.61475
272,81.45933
273,77.017815
274,81.21335
275,56.2221
276,54.385395
277,55.59814
278,79.34126
279,62.966766
280,64.67423
281,62.624844
282,74.68595
283,65.88667
284,62.039223
285,82.40412
286,73.443825
287,59.512962
288,62.98763
289,60.686134
290,68.540054
291,78.89276
292,74.5449
293,68.056816
294,60.6816
295,54.573574
296,71.56433
297,78.28747
298,80.183075
299,69.266884
300,65.47408
301,74.81357
302,74.83176
303,53.403038
304,71.385864
305,69.02955
306,70.78612
307,67.850586
308,72.96255
309,67.15311
310,74.77335
311,62.754974
312,76.90223
313,72.42684
314,59.611427
315,65.59753
316,66.90796
317,57.657444
318,62.126286
319,77.7592
320,67.353935
321,77.67807
322,76.88878
323,72.55261
324,82.43837
325,71.09119
326,79.88408
327,66.55254
328,73.317604
329,69.64179
330,56.22362
331,72.91353
332,70.02851
333,66.02938
334,56.617207
335,71.36368
336,62.574146
337,80.224304
338,63.265835
339,68.91139
340,68.91368
341,67.517525
342,72.82164
343,62.79704
344,81.53391
345,58.397327
346,61.8933
347,75.826775
348,53.7166
349,71.12935
350,73.915184
351,69.230705
352,76.09748
353,78.74067
354,67.74846
355,60.029037
356,60.674114
357,77.66024
358,74.73334
359,65.960304
360,57.43929
361,79.59667
362,79.08623
363,58.53339
364,70.74866
365,62.605186
366,67.162285
367,70.5826
368,61.506165
369,76.97987
370,67.7014
371,64.76243
372,62.45978
373,54.014633
374,76.43922
375,60.382347
376,73.18149
377,78.681175
378,80.27438
379,67.56755
380,70.58468
381,78.099045
382,71.330376
383,76.302216
384,75.03397
385,74.15851
386,61.99576
387,69.319084
388,65.194305
389,68.22822
390,64.84434
391,69.31173
392,67.95066
393,62.64371
394,67.196014
395,77.8246
396,77.29988
397,76.309204
398,63.407303
399,64.83149
400,73.344826
401,67.16514
402,79.82121
403,69.508705
404,59.512512
405,76.28595
406,72.309845
407,80.93078
408,72.41658
409,70.89421
410,73.739456
411,81.315155
412,71.02352
413,78.28749
414,61.272503
415,60.794563
416,62.207397
417,79.67831
418,67.97494
419,62.463024
420,74.32113
421,74.43233
422,76.988914
423,81.187225
424,63.673588
425,81.467995
426,61.93981
427,69.09322
428,67.63086
429,64.44623
430,61.68102
431,52.275097
432,54.905907
433,79.478004
434,64.66472
435,78.51299
436,65.15843
437,72.74222
438,76.3137
439,72.40292
440,78.543335
441,75.47398
442,76.66241
443,54.862503
444,67.39993
445,79.11572
446,62.38806
447,71.28813
448,60.968826
449,62.922485
450,64.9135
451,60.426483
452,64.20203
453,66.15699
454,77.48924
455,62.273342
456,73.13111
457,74.90716
458,60.354073
459,75.870544
460,63.523888
461,71.058
462,63.180202
463,71.48278
464,71.377914
465,56.60372
466,61.087128
467,77.83861
468,63.79997
469,80.0186
470,67.51139
471,63.048183
472,74.58811
473,78.631676
474,80.76128
475,67.11835
476,67.98792
477,76.87564
478,59.19375
479,80.19126
480,60.221443
481,65.81019
482,76.87569
483,80.58632
484,63.241863
485,74.15111
486,74.91386
487,57.083817
488,67.12398
489,78.93053
490,79.03348
